species_representative,mgnify_accesssion,ena_accession,status,reference_genes,core_genes,perc_core_genes,accessory_genes,pangenome_size,number_snvs,geo_diversity,num_genomes_HBC,num_genomes_NCBI,num_genomes_CGR,num_genomes_PATRIC,num_genomes_EBI,num_genomes_HGM,num_genomes_CIBIO,num_ANI97,num_ANI99,num_genomes_total,num_genomes_nonredundant,num_genomes_nearcomplete,num_samples,tax_GTDB,tax_NCBI
GUT_GENOME256424,MGYG-HGUT-04102,ERS3642132,Uncultured,1368,NA,NA,NA,NA,8091,0.45,0,0,0,0,0,1,2,1,3,3,3,2,3,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME256492,MGYG-HGUT-04103,ERS3642133,Uncultured,1388,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME256503,MGYG-HGUT-04104,ERS3642134,Uncultured,1604,NA,NA,NA,NA,2457,0.68,0,0,0,0,0,1,3,1,2,4,3,0,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME256509,MGYG-HGUT-04105,ERS3642135,Uncultured,2012,NA,NA,NA,NA,85194,0.24,0,0,0,0,2,0,9,3,10,11,11,9,11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME256520,MGYG-HGUT-04106,ERS3642136,Uncultured,1647,NA,NA,NA,NA,44579,0.69,0,0,0,0,0,3,5,1,5,8,5,2,5,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME256521,MGYG-HGUT-04107,ERS3642137,Uncultured,1961,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME256536,MGYG-HGUT-04108,ERS3642138,Uncultured,1958,NA,NA,NA,NA,12302,0.62,0,0,0,0,2,0,3,2,5,5,5,2,5,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME256537,MGYG-HGUT-04109,ERS3642139,Uncultured,1860,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME256562,MGYG-HGUT-04110,ERS3642140,Uncultured,1600,NA,NA,NA,NA,9516,0.48,0,0,0,0,0,0,4,3,4,4,4,1,4,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__UBA1822;s__,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__;s__
GUT_GENOME256593,MGYG-HGUT-04111,ERS3642141,Uncultured,1736,NA,NA,NA,NA,384563,1.43,0,0,0,0,142,174,436,34,458,752,588,0,588,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Angelakisella;s__
GUT_GENOME256614,MGYG-HGUT-04112,ERS3642142,Uncultured,1687,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__;s__
GUT_GENOME256624,MGYG-HGUT-04113,ERS3642143,Uncultured,2108,1481,70.26,2238,3719,93257,0.66,0,0,0,0,2,7,21,5,23,30,24,14,24,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp000433515,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME256714,MGYG-HGUT-04114,ERS3642144,Uncultured,2629,1714,65.2,15421,17135,250606,1.56,0,0,0,0,19,40,145,27,162,204,175,103,175,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000438155,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME256763,MGYG-HGUT-04115,ERS3642145,Uncultured,1955,1294,66.19,2702,3996,109020,1.04,0,0,0,0,14,4,14,8,22,32,25,11,25,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
GUT_GENOME256840,MGYG-HGUT-04116,ERS3642146,Uncultured,3401,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME256853,MGYG-HGUT-04117,ERS3642147,Uncultured,1216,850,69.9,10098,10948,145052,1.31,0,0,0,0,121,90,290,61,312,501,380,212,391,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME256939,MGYG-HGUT-04118,ERS3642148,Uncultured,1395,NA,NA,NA,NA,4369,0.69,0,0,0,0,0,2,2,1,4,4,3,0,3,d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA4068;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__
GUT_GENOME256961,MGYG-HGUT-04119,ERS3642149,Uncultured,1501,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME256964,MGYG-HGUT-04120,ERS3642150,Uncultured,1506,NA,NA,NA,NA,42460,0.42,0,0,0,0,3,4,11,3,10,18,11,4,11,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME257001,MGYG-HGUT-04121,ERS3642151,Uncultured,1916,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME257007,MGYG-HGUT-04122,ERS3642152,Uncultured,2234,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,2,2,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257014,MGYG-HGUT-04123,ERS3642153,Uncultured,1798,NA,NA,NA,NA,18,0.53,0,0,0,0,0,1,2,1,3,3,3,1,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME257017,MGYG-HGUT-04124,ERS3642154,Uncultured,1701,NA,NA,NA,NA,11418,0.41,0,0,0,0,0,1,5,1,5,6,5,1,5,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644_A;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257066,MGYG-HGUT-04125,ERS3642155,Uncultured,2109,NA,NA,NA,NA,5622,0.47,0,0,0,0,0,0,9,1,3,9,9,7,9,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UCG-010;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257069,MGYG-HGUT-04126,ERS3642156,Uncultured,3115,NA,NA,NA,NA,59977,0.69,0,0,0,0,2,1,9,1,7,12,12,6,12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__
GUT_GENOME257070,MGYG-HGUT-04127,ERS3642157,Uncultured,2301,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__
GUT_GENOME257096,MGYG-HGUT-04128,ERS3642158,Uncultured,1906,NA,NA,NA,NA,NA,0.65,0,0,0,0,1,0,1,1,2,2,2,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257098,MGYG-HGUT-04129,ERS3642159,Uncultured,2152,1542,71.65,2427,3969,115496,0.69,0,0,0,0,7,11,24,17,38,42,36,12,36,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp000435395,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME257123,MGYG-HGUT-04130,ERS3642160,Uncultured,2104,NA,NA,NA,NA,202538,1.3,0,0,0,0,23,23,134,15,124,180,156,3,156,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257132,MGYG-HGUT-04131,ERS3642161,Uncultured,1527,NA,NA,NA,NA,14642,0.67,0,0,0,0,0,1,3,1,3,4,4,2,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME257151,MGYG-HGUT-04132,ERS3642162,Uncultured,2179,NA,NA,NA,NA,24356,0.68,0,0,0,0,0,3,14,2,9,17,14,7,14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME257235,MGYG-HGUT-04133,ERS3642163,Uncultured,1959,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257244,MGYG-HGUT-04134,ERS3642164,Uncultured,1665,NA,NA,NA,NA,56120,0,0,0,0,0,1,1,5,2,5,7,5,4,5,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Cryptobacterium;s__
GUT_GENOME257270,MGYG-HGUT-04135,ERS3642165,Uncultured,1580,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Agathobaculum;s__
GUT_GENOME257278,MGYG-HGUT-04136,ERS3642166,Uncultured,3460,NA,NA,NA,NA,26751,0,0,0,0,0,1,1,3,1,3,5,3,2,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__
GUT_GENOME257298,MGYG-HGUT-04137,ERS3642167,Uncultured,2112,1652,78.22,2178,3830,381281,1.59,0,0,0,0,47,38,224,44,241,309,272,15,274,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257332,MGYG-HGUT-04138,ERS3642168,Uncultured,1687,1191,70.6,2595,3786,142470,0.98,0,0,0,0,11,19,45,18,47,75,48,20,49,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__;f__;g__;s__
GUT_GENOME257383,MGYG-HGUT-04139,ERS3642169,Uncultured,1987,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257394,MGYG-HGUT-04140,ERS3642170,Uncultured,2386,NA,NA,NA,NA,20221,0.54,0,0,0,0,4,0,3,1,6,7,7,3,7,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__
GUT_GENOME257420,MGYG-HGUT-04141,ERS3642171,Uncultured,1833,NA,NA,NA,NA,77546,0,0,0,0,0,0,0,5,4,5,5,5,4,5,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens
GUT_GENOME257423,MGYG-HGUT-04142,ERS3642172,Cultured (unknown),2072,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Marseille-P3106;s__Marseille-P3106 sp900169975,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__
GUT_GENOME257450,MGYG-HGUT-04143,ERS3642173,Uncultured,2465,NA,NA,NA,NA,111706,0.69,0,0,0,0,5,7,17,3,15,29,19,5,19,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp003149955,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME257473,MGYG-HGUT-04144,ERS3642174,Uncultured,1342,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,2,2,2,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257483,MGYG-HGUT-04145,ERS3642175,Uncultured,1844,1524,82.65,3079,4603,126403,1.09,0,0,0,0,13,23,78,16,73,114,92,35,92,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257495,MGYG-HGUT-04146,ERS3642176,Uncultured,2055,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,1,2,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME257519,MGYG-HGUT-04147,ERS3642177,Uncultured,1488,NA,NA,NA,NA,3017,0,0,0,0,0,0,0,4,1,4,4,4,0,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257574,MGYG-HGUT-04148,ERS3642178,Uncultured,1700,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME257612,MGYG-HGUT-04149,ERS3642179,Uncultured,1307,NA,NA,NA,NA,14938,0.56,0,0,0,0,1,3,6,3,8,10,8,4,8,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME257679,MGYG-HGUT-04150,ERS3642180,Cultured (unknown),3138,2308,73.55,2804,5112,60173,1.15,0,0,0,0,1,11,19,3,16,31,27,15,27,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__
GUT_GENOME257704,MGYG-HGUT-04151,ERS3642181,Cultured (unknown),6259,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas citronellolis,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__
GUT_GENOME257708,MGYG-HGUT-04152,ERS3642182,Uncultured,1727,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME257725,MGYG-HGUT-04153,ERS3642183,Uncultured,2670,NA,NA,NA,NA,61251,0.73,0,0,0,0,1,1,15,4,16,17,17,5,17,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__UBA7102;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__Catabacter;s__
GUT_GENOME257768,MGYG-HGUT-04154,ERS3642184,Uncultured,1972,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,0,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME257836,MGYG-HGUT-04155,ERS3642185,Uncultured,1368,NA,NA,NA,NA,73873,1.37,0,0,0,0,63,46,210,12,156,319,243,0,247,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME258001,MGYG-HGUT-04156,ERS3642186,Uncultured,1839,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME258018,MGYG-HGUT-04157,ERS3642187,Uncultured,2197,NA,NA,NA,NA,23789,0.48,0,0,0,0,0,3,3,2,6,6,4,1,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME258044,MGYG-HGUT-04158,ERS3642188,Cultured (human),1678,1316,78.43,14321,15637,313788,1.07,0,0,0,0,524,253,690,159,910,1467,1002,140,1016,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister invisus
GUT_GENOME258161,MGYG-HGUT-04159,ERS3642189,Uncultured,2445,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,2,2,2,2,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__
GUT_GENOME258181,MGYG-HGUT-04160,ERS3642190,Uncultured,1841,NA,NA,NA,NA,60118,0.66,0,0,0,0,5,2,7,1,10,14,11,5,11,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QALW01;g__QALW01;s__,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__;g__;s__
GUT_GENOME258198,MGYG-HGUT-04161,ERS3642191,Uncultured,1852,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME258224,MGYG-HGUT-04162,ERS3642192,Uncultured,1088,849,78.03,1503,2352,26822,0.97,0,0,0,0,2,2,19,4,18,23,21,14,22,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__
GUT_GENOME258247,MGYG-HGUT-04163,ERS3642193,Uncultured,2218,NA,NA,NA,NA,157083,0.94,0,0,0,0,32,12,34,18,61,78,64,9,64,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Ruminiclostridium_C;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME258258,MGYG-HGUT-04164,ERS3642194,Uncultured,1891,NA,NA,NA,NA,50968,0.86,0,0,0,0,1,2,7,3,9,10,7,2,7,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME258268,MGYG-HGUT-04165,ERS3642195,Uncultured,1859,1227,66,6737,7964,233374,1.62,0,0,0,0,25,19,80,28,103,124,99,48,99,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp003522105,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__;s__
GUT_GENOME258286,MGYG-HGUT-04166,ERS3642196,Uncultured,2128,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__;s__
GUT_GENOME258287,MGYG-HGUT-04167,ERS3642197,Uncultured,1245,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,2,2,2,2,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME258397,MGYG-HGUT-04168,ERS3642198,Uncultured,3548,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,1,2,2,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME258411,MGYG-HGUT-04169,ERS3642199,Uncultured,2123,NA,NA,NA,NA,14874,0.67,0,0,0,0,1,1,2,1,4,4,2,0,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME258433,MGYG-HGUT-04170,ERS3642200,Uncultured,1139,NA,NA,NA,NA,NA,0.67,0,0,0,0,0,0,2,1,2,2,2,1,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-710;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME258449,MGYG-HGUT-04171,ERS3642201,Uncultured,2050,NA,NA,NA,NA,18521,0,0,0,0,0,0,0,8,1,5,8,8,5,8,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME258514,MGYG-HGUT-04172,ERS3642202,Uncultured,2462,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
